SifraNabavke,NazivDokumenta,NazivNarucioca,MaticniBroj,PIB,IdMesto,IdOpstina,IdVrstaPostupka,PredmetNabavke,VrstaPredmeta,OpstiRecnikNabavki,KontaktOsoba,Telefon,DatumPoslednjeIzmene,IdDelatnost,IdOblikOrg,IdOblikSvoj,IdKategorija,PozivZaPodnosenjePonuda,PozivZaPodnosenjePrijava,ObavestenjeOSistemuDinamickeNabavke,PozivZaUcesceNaKonkursZaDizajn,ObavestenjeOPriznavanjuKvalifikacije,ObavestenjeOPriznavanjuKvalifikacijeURestriktivnomPostupku,PodaciOObjaviIDodeliUgovora,ObavestenjeOZakljucenomOkvirnomSporazumu,ObavestenjeOZakljucenomUgovoru,ObavestenjeORezultatuKonkursa,ObavestenjeOObustaviPostupkaJavneNabavke,PodaciOIzmeniUgovoraOJavnojNabavci,KonkursnaDokumentacija,ObavestenjeOProduzenjuRoka,PregovarackiBezPonuda,ObavestenjeOZastitiPrava,MisljenjeUpraveJN,OdlukaOPriznavanjuKvalifikacije,OdlukaOIskljucenjuKandidata,OdlukaODodeliUgovora,OdlukaODodeliOkvirnogSporazuma,ObavestenjeOPonistenjuPostupka,OdlukaOObustaviPostupka,OdlukaONastavkuPostupka,OdlukaKomisijeOZakljucenjuUgovora,ObavestenjeOPriznavanjuKvalifikacijeOpste,Link
918233,Набавка опреме за вешерај ЈНМВ 07/2015,"Дом ученика средњих школа ""Ангелина Којић Гина""",08002339,101163826,801542,80152,7,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Машине за прање веша и машине за сушење веша,Милан Поповић,0628056270,2015-12-01 13:56:53,5590,85,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918233
918234,"Услуге одржавања и поправки цистоскопа ресектоскопа и лапароскопских стубова, произвођача Storz број 427Т/2015",Клинички центар Србије,07089503,100118429,791091,70220,4,услуге одржавања и поправке,услуге,Услуге поправке и одржавања медицинске опреме,Елда Зијадић,011 3615 745,2015-12-01 13:56:54,8412,85,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918234
918241,Набавкa услуге - уговор о делу- менаџер пројекта са циљем постизања ефективног одговора на интензивиране миграционе токове,Комесаријат за избеглице Републике Србије,07898100,102199609,791067,70181,7,друге услуге,услуге,Услуге саветовања у пословању и управљању и сродне услуге,Vera DJukic,2857 553,2015-12-01 13:57:51,8411,71,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918241
918252,ЈН 3000/1566/2015 (102263/2015) - Демонтаже и уклањање постојећих и уградња нових пригушивача буке на блоку А4.,ЈП Електропривреда Србије Београд,20053658,103920327,704741,70190,1,услуге одржавања и поправке,услуге,Услуге инсталирања генератора паре,Милена Кменица,011/2054-500,2015-12-01 13:59:15,3511,17,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918252
918283,ЈН 3000/1728/2015 (102153/2015) - Интервентне поправке лабораторијских уређаја,ЈП Електропривреда Србије Београд,20053658,103920327,704741,70190,1,услуге одржавања и поправке,услуге,Услуге поправке и одржавања мерних апарата,Милена Кменица,011/2054-500,2015-12-01 14:03:29,3511,17,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918283
918296,Адаптација постојећих соба за ново одељење интензивне неге број 446Т/2015,Клинички центар Србије,07089503,100118429,791091,70220,4,опште грађевински радови,радови,Грађевински радови,Елда Зијадић,011 3615 745,2015-12-01 14:08:30,8412,85,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918296
918297,Медицинска опрема,Дом здравља Краљево,17870041,108589396,719714,70653,7,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Медицинска опрема,Зоран Чурлић,036/301-818 301-969,2015-12-01 14:08:30,8621,17,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918297
918299,ЈНМВ 153/2015- Радови на инсталацијама на водоводној мрежи (хитне интервенције),"ЈКП ""Градска чистоћа""",07045000,100003603,791075,70203,7,други грађевински радови и радови специјалних струка,радови,Радови на обнови водоводне мреже,Сања Стојкуцовић,+381112084584,2015-12-01 14:09:32,3811,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918299
918304,ЈН 3000/1228/2015 (102314/2015) - Грејачи турбинских завртњева,ЈП Електропривреда Србије Београд,20053658,103920327,704741,70190,4,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Електрична опрема и апарати,Милена Кменица,011/2054-500,2015-12-01 14:11:49,3511,17,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918304
918308,Изградња канализације подслива „Главна Клиса“ на Клиси у Новом Саду,Јавно предузеће Завод за изградњу града Нови Сад,08556920,100187745,802824,80284,1,"специјализовани грађевински радови повезани с водом (наводњавање, исушивање земљишта, водоснабдевање, одстрањивање отпадних вода, канализација итд.)",радови,Радови на изградњи цевовода за воду и канализацију,Биљана Божанић,021-4889-100,2015-12-01 14:12:46,4299,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918308
918309,"„ Куповина резервних делова за стоматолошку опрему и насадне инструменте“, редни број 43/2015","Дом здравља ""Нови Београд""",07033397,101674909,791067,70181,7," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,Зубарски  и суб-специјалистички инструменти и апарати,Ненад Милојевић,011/2222-128,2015-12-01 14:12:56,8621,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918309
918322,"ЈН ОП -Д-4/15 ГОРИВА, УЉА.МАЗИВА И СРЕДСТВА ЗА ОДРЖАВАЊЕ ВОЗИЛА , ПОНОВЉЕНО ЗА  ПАРТИЈА 2 - МОТОРНА УЉА, МАЗИВА И СРЕДСТВА ЗА ОДРЖАВАЊЕ ВОЗИЛА",ЈАВНО КОМУНАЛНО ПРЕДУЗЕЋЕ КОМУНАЛИЈЕ ,08234752,100792579,804266,80403,1,горива и мазива,добра,"Моторна уља,Уља за мењаче,Мазива,Средства за чишћење аутомобила",Јeвремовић Радослав,022/624500,2015-12-01 14:15:37,3811,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918322
918333,"Услуга: Осигурања: партија 1- осигурање имовине, опреме и залихе материјала,  партија 2- осигурање од одговорности из делатности, осигурање запослених радника од последица несрећног случаја партија 3- осигурање аутоодговорности и  каско  осигурање моторних возила            ",Електротехнички Институт Никола Тесла АД,07046626,100219537,791091,70220,7,финансијске услуге - услуге осигурања,услуге,Услуге осигурања ,Трпче Зафироски,011 3952-003,2015-12-01 14:17:32,7219,12,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918333
918335,Униформе за медицинско особље ј.н.м.в. бр. 06/2015,"Клиника за психијатријске болсети ""Др Лаза Лазаревић"" ",07035683,101994801,791091,70220,7,радна и заштитна одећа и опрема,добра,"Радна одећа, специјална радна одећа и прибор",Весна Стајић,011/3636-482,2015-12-01 14:19:08,8610,25,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918335
918337,Набавка штампаног и канцеларијског материјала,Дом здравља Крагујевац,17219227,101041243,718980,70645,1," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,"Регистратори од хартије или картона, рачуноводствене књиге, фасцикле, обрасци и други штампани канцеларијски материјал,Разни штампани материјал",Биљана Миливојевић,034323208,2015-12-01 14:19:15,8621,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918337
918341,Надоградања информационог система - ГИС,Општина Темерин - Општинска управа,08330514,101869888,804681,80446,3, рачунарске и друге везане услуге,услуге,Географски информациони системи (GIS или слични системи),Александра Мишић,021843888,2015-12-01 14:20:25,8411,73,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918341
918342,Завојни материјал за добра из партија бр. 7 и 8 број 406А/2015,Здравствена установа Клинички центар Србије,07089503,100118429,791091,70220,4,друга добра,добра,"Завоји,Медицинска газа",Небојша Ћурковић,011/366-2264,2015-12-01 14:20:28,8610,85,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918342
918347,Резервни делови за ИТ сервис (шифра М/28/2015),ЈАВНО КОМУНАЛНО ПРЕДУЗЕЋЕ БЕОГРАД-ПУТ,07023332,102209952,791032,70149,7,рачунарска опрема (хардверска и софтверска),добра,Делови рачунара,Костић Ана,011/3302-814,2015-12-01 14:21:27,4211,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918347
918357,Опрема за сервер сале,"Јавно градско саобраћајно предузеће ""Нови Сад""",08041822,100277615,802824,80284,1,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Рачунарска опрема и материјал,Stoja Oljača,021/4896672,2015-12-01 14:24:10,4931,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918357
918363,Конзервација надградње зграде ОУ Лепосавић,Градска општинска управа,09021418,102075707,907740,90158,7,постављање кровних конструкција и кровни радови,радови,Ремонтни и санациони радови,Јелица Бараћ,02883167,2015-12-01 14:27:02,8411,73,5,7,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918363
918374,"Грађевинско-занатски радови на адаптацији станова-стан бр. 33 у улици Млинска 8, у Бачкој Тополи, ЈН број 279/15",Министарство унутрашњих послова,07008104,100184116,791091,70220,7,опште грађевински радови,радови,Ремонтни и санациони радови,VALERIJA LEPOTIC,306 2000 \40220,2015-12-01 14:32:13,8424,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918374
918376,Новогодишњи пакетићи за децу кориснике социјалне заштите,"Центар за социјални рад ""Дунав"" Инђија",08150524,101438426,801747,80179,7,"храна, намирнице",добра,"Чоколада и слаткиши,Грицкалице ",Милијана Дражић,022/560-526,2015-12-01 14:32:17,8899,85,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918376
918380,ЛОЖ УЉЕ ЗА ГРЕЈАЊЕ,"Предшколска установа ""Дечја радост"" Панчево",08115249,101830115,803138,80314,7,горива и мазива,добра,"Производи од нафте, угља и уља",Петровић Зоран,013/345 955,2015-12-01 14:33:08,8891,85,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918380
918382,Набавка возила,Регулаторно тело за електронске медије,17488554,102945724,791105,70246,7,друга добра,добра,Моторна возила,Гордана Ђоковић Милчић,011-202-87-00,2015-12-01 14:33:50,8413,90,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918382
918389, Израда пројектно-техничке документације за изградњу раскрснице са кружним током саобраћаја у Бачкој Паланци ЈН бр. 17/2015 . ,"Јавно предузеће ""Дирекција за изградњу Општине Бачка Паланка""",20592605,106396063,800309,80063,7,архитектонске услуге; инжењерске услуге; услуге урбанистичког планирања и пејзажне архитектуре; услуге техничког тестирања и анализа; услуге енергентског прегледа и енергетске услуге,услуге,Техничке услуге,Јелена Пермосер,021-7551-000,2015-12-01 14:35:46,7111,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918389
918396,Сервис дуваљки Robuschi,"ЈКП ""Водовод и канализација""",08065195,100838486,804614,80438,7,услуге одржавања и поправке,услуге,Поправка и одржавање уређаја за пречишћавање ,ЛУКИЋ КАРОЛИНА,024 557-711 ЛОК. 130,2015-12-01 14:37:00,3600,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918396
918398,ЈНМВ 02/15- Грађевински и грађевинско занатски радови на инвестиционом одржавању дела прозора на објекту ЗС Канарево брдо,ДОМ ЗДРАВЉА РАКОВИЦА,07009801,100166428,791083,70211,7,уградња грађевинске и друге столарије и/или инсталација (укључују и постављање паркета),радови,Уградња прозора,Љубомир Радисављевић,011/3582-842,2015-12-01 14:37:07,8621,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918398
918399,УНАПРЕЂЕЊЕ МАГНЕТНЕ РЕЗОНАНЦЕ број 458К/2015,КЛИНИЧКИ ЦЕНТАР СРБИЈЕ,07089503,100118429,791091,70220,3,друга добра,добра,Медицинска опрема,Јасна Павловић,011/3662264,2015-12-01 14:37:11,8610,85,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918399
918418,РУЧНИ АЛАТИ,"ЈАВНО КОМУНАЛНО ПРЕДУЗЕЋЕ ""ЧИСТОЋА И ЗЕЛЕНИЛО""",08065136,100961002,804614,80438,7,друга добра,добра,Ручни алати,Нада Симић,024/620-426,2015-12-01 14:40:19,3811,17,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918418
918423,132 Стајњак,"Универзитет у Новом Саду, Пољопривредни факултет",08608369,100239025,802824,80284,7,друга добра,добра,Ђубрива животињског или биљног порекла,дипл. прав Дејан Глигорић, 021 485 3206,2015-12-01 14:42:02,8542,85,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918423
918436,Изградња јавне расвете на територији општине Мионица,"Јавно предузеће ""Дирекција за уређење и изградњу општине Мионица""",17226045,101391804,728268,70831,7,електричне инсталације,радови,Радови на изградњи електроенергетских водова,"Ђорђе Недељковић, Милоје Станковић",014/3422-119,2015-12-01 14:44:22,7111,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918436
918439,Ревизија система за евиденцију радног времена са интеграцијом у модул обрачуна ,"ЈКП ""Водовод и канализација""",08065195,100838486,804614,80438,3,рачунарска опрема (хардверска и софтверска),добра,Електронско управљање подацима (EDM),ЛУКИЋ КАРОЛИНА,024 557-711 ЛОК. 130,2015-12-01 14:44:48,3600,17,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918439
918452,6/2015– Потрошни материјал за дијализу за потребе Опште болнице Чачак (једногодишње потребе),Општа болница Чачак,17878735,109170290,746061,71242,1,друга добра,добра,"Со и чисти натријум хлорид,Медицински потрошни материјал,Игле за дијализу,Потрошни материјал за лечење бубрежне инсуфицијенцију",Бранко Јевтовић,032/ 373 197,2015-12-01 14:48:16,8610,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918452
918453,131 Хемикалијe,"Универзитет у Новом Саду, Пољопривредни факултет",08608369,100239025,802824,80284,7," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,"Разне неорганске хемикалије,Разне органске хемикалије",дипл. прав Дејан Глигорић, 021 485 3206,2015-12-01 14:49:07,8542,85,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918453
918464,ЈН 408 15 0 - Радови на инсталацији водоводних цеви,Електромрежа Србије,20054182,103921661,791024,70114,6,друге специјализоване делатности повезане са грађевинским радовима (укључујући и тесарске радове),радови,Водоинсталатерски радови и радови на инсталацији одвода,Дарко Мајсторовић,011 3330 731,2015-12-01 14:52:00,3512,17,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918464
918465,128 Детектор индекса преламања,"Универзитет у Новом Саду, Пољопривредни факултет",08608369,100239025,802824,80284,7,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Апарати за детекцију,дипл. прав Дејан Глигорић, 021 485 3206,2015-12-01 14:52:25,8542,85,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918465
918469,набавка електричне енергије за потребе Факултета у  2016. г.,Универзитет у Новом Саду Филозофски факултет у Новом Саду,08067074,100237441,802824,80284,1,добра у области енергетике,добра,Електрична енергија,Вања Фекић,021/485 3968,2015-12-01 14:53:49,8542,85,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918469
918470,"Потрошни материјал за дијализу – заједнички материјал за све типове  дијализних  машина, по партијама","Клиничко болнички центар ""Др Драгиша Мишовић - Дедиње""",07044445,101369025,791091,70220,1," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,"Игле за дијализу,Потрошни материјал за реналну дијализу,Раствори за дијализу",Пиво Караматијевић,"011/3630725, 011/3630-726",2015-12-01 14:54:02,8610,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918470
918480,Опрема за образовање – музички инструменти,Учитељски факултет на мађарском наставном језику ,08067066,101636534,804614,80438,7,"техничка опрема за обављање делатности (уређаји, машине, апарати, механизација и сл.)",добра,Инструменти са клавијатуром,Елеонора Хуђик,024/624-440,2015-12-01 14:55:12,8542,85,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918480
918491,Рачунарска опрема (хардверска и софтверска) ЈН бр МВ 040115,Град Лесковац,06856535,100545518,724548,70726,7,рачунарска опрема (хардверска и софтверска),добра,"Рачунарска опрема и материјал,Штампачи и плотери",Иван Лекић,016215990,2015-12-01 14:59:27,8411,73,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918491
918492,Тестови за лабораторијско испитивање,Завод за јавно здравље Чачак,07271735,101120720,746061,71242,7," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,Лабораторијски реагенси,Биљана Радовановић Ружичић,032/225019,2015-12-01 14:59:27,8690,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918492
918496,ЈН.МВ-64/2015 - бетонски челик за објекте у касарни „Рифат Бурџевић Тршо“ у Новом Пазару и „Бошко Палковљевић Пинки“ у Сремској Митровици,"Република Србија - Министарство одбране - Војнограђевинска установа ""Београд""",17864939,108341403,791113,70254,7,"грађевински (инсталациони) материјал, опрема и машине",добра,Цеви и арматура,"Вања Дурковић, дипл. прав.",0112363088,2015-12-01 15:00:13,4299,85,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918496
918502,Радеови на санацији и изградњи објеката по месним заједницама,Дирекција за изградњу Сврљиг,17116207,101008471,739090,71064,7,опште грађевински радови,радови,"Грађевински радови,Радови на путевима",Добривоје Стојановић,018821018,2015-12-01 15:02:03,7111,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918502
918503,"Набавка рачунарске опреме, редни број  МНД-9/2015 ",Јавно предузеће за изградњу Обреновца,06900496,101933143,704741,70190,7,рачунарска опрема (хардверска и софтверска),добра,Рачунарска опрема,Комановић Јасна,"011/8721-927, 8721-071",2015-12-01 15:02:03,7112,17,5,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918503
918507,"Предмет јавне набавке мале вредности је набавка добара – стеоних јуница за потребе економије  Казнено поправног завода у Нишу, редни број  24М/2015. ",МИНИСТАРСТВО ПРАВДЕ РС УПРАВА ЗА ИЗВРШЕЊЕ КРИВИЧНИХ САНКЦИЈА КАЗНЕНО ПОПРАВНИ ЗАВОД НИШ ,17621378,103698407,792055,71323,7,"храна, намирнице",добра,Говеда,Бранислав Крстић,018/4264142,2015-12-01 15:02:52,8423,71,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918507
918516,Намештај за радне собе,"Установа за предшколско васпитање и образовање ""Наша радост""",07143257,101926189,740527,71099,7,друга добра,добра,Намештај за дечије вртиће,Саша Ивковић,0264622158,2015-12-01 15:05:47,8510,38,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918516
918524,Набавка  софтвер/лиценце ОРН 48600000– База података InterBase (Верзија XE7 за linux),ПОКРАЈИНСКИ СЕКРЕТАРИЈАТ ЗА ФИНАНСИЈЕ АУТОНОМНЕ ПОКРАЈИНЕ ВОЈВОДИНЕ,08035059,100715309,802824,80284,3,рачунарска опрема (хардверска и софтверска),добра,Програмски пакет за базе података и оперативни програмски пакет,ЉИЉАНА ЈОВАНОВИЋ,021 487 48 31,2015-12-01 15:08:17,8411,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918524
918526,"Грађевинско – занатски радови на формирању просторија за смештај опреме из донације за потребе ОКП, ЈН  број 252/15",Министарство унутрашњих послова,07008104,100184116,791091,70220,7,опште грађевински радови,радови,Завршни грађевински радови,VALERIJA LEPOTIC,306 2000 \40220,2015-12-01 15:09:00,8424,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918526
918533,Израда главног пројекта хидрантске мреже у објекту ПУ Зрењанин ЈН број 301/15,Министарство унутрашњих послова,07008104,100184116,791091,70220,7,друге услуге,услуге,"Архитектонске, инжењерске услуге и услуге планирања",VALERIJA LEPOTIC,306 2000 \40220,2015-12-01 15:11:00,8424,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918533
918539,"Материјал за хемодијализу - који зависи од  типа машине,по партијама ","Клиничко болнички центар ""Др Драгиша Мишовић - Дедиње""",07044445,101369025,791091,70220,1," потрошни материјал (за обављање делатности, за одржавање објеката, канцеларијски и рачунарски материјал, средства за прање и чишћење, општи ситни инвентар, папирна конфекција и сл.)",добра,"Медицинска опрема, фармацеутски производи и производи за личну негу",Пиво Караматијевић,"011/3630725, 011/3630-726",2015-12-01 15:12:05,8610,85,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918539
918540,"Делови за униформе за САЈ, јн 304/15 I фаза",Министарство унутрашњих послова,07008104,100184116,791091,70220,4,радна и заштитна одећа и опрема,добра,Борбене униформе,VALERIJA LEPOTIC,306 2000 \40220,2015-12-01 15:12:10,8424,71,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,http://portal.ujn.gov.rs/Dokumenti/JavnaNabavka.aspx?idd=918540
