idNum,izvestaj,br,narucilac,maticni_broj,firma,opis_predmeta,predmet,cena_pdv,procenjena_cena,postupak,datum,broj_ponuda,br_nabavke
128,MO 2014 Q4,131,MO,7093608,Sky Multicom,Obezbeđenje avio karata i hotelskog smeštaja za službena putovanja u inostranstvo,Usluge,107605000,89657000,Otvoreni,28.10.2014.,7,106/2014
129,MO 2014 Q4,132,MO,7093608,: BT Pegrotour,Obezbeđenje avio karata i hotelskog smeštaja za službena putovanja u inostranstvo,Usluge,107605000,89657000,Otvoreni,28.10.2014.,7,106/2014
130,MO 2014 Q4,133,MO,7093608,Jumbotravel,Obezbeđenje avio karata i hotelskog smeštaja za službena putovanja u inostranstvo,Usluge,107605000,89657000,Otvoreni,28.10.2014.,7,106/2014
131,MO 2014 Q4,160,MO,7093608,Рашка комерц,Ostale usluge i amterijali za tekuće opravke i održavanje zgrada za potrebe OJ MO i VS oslonjenih po šemi LoP-a VP 5007 Vranje,Usluge,3641000,1542000,Otvoreni,3.11.2014.,3,37-82
132,MO 2014 Q4,164,MO,7093608,CITI,Izrada i ugradnja uređaja za aktiviranje na Opitnoj stanici,Usluge,1320000,22998000,Otvoreni,5.11.2014.,2,77/14
133,MO 2014 Q4,166,MO,7093608,Фимас,"Ugostiteljska oprema i aparati za domaćinstvo: frižideri, zamrzivači",Usluge,2562000,2181000,Otvoreni,5.11.2014.,3,84/2014
134,MO 2014 Q4,181,MO,7093608,''НИС'' а.д,Pogonska goriva: Gasno ulje Evro dizel klase D,Dobra,345672000,303496000,Otvoreni,10.11.2014.,1,98/2014
135,MO 2014 Q4,182,MO,7093608,''НИС'' а.д,Pogonska goriva: Evro premijum BMB-95,Dobra,16439000,14838000,Otvoreni,10.11.2014.,1,98/2014
136,MO 2014 Q4,186,MO,7093608,''НИС'' а.д.,Pogonska goriva: Mlazno gorivo JET A-1,Dobra,111129000,95833000,Otvoreni,12.11.2014.,1,98/2014
137,MO 2014 Q4,265,MO,7093608,INTERAUTO-TRADE,Putnički automobili: Opel (M1 putničko) VIVARO COMBI A20DTH,Dobra,17224000,15000000,Otvoreni,25.11.2014.,2,78/2014
138,MO 2014 Q4,284,MO,7093608,Енергоразвој,Popravka stabilnog PP sistema,Usluge,1949000,1667000,Otvoreni,25.11.2014.,1,393
139,MO 2014 Q4,287,MO,7093608,BRAMY,Krojačka usluga konfekcioniranje službene i svečane uniforme i košulja,Usluge,53724000,46080000,Otvoreni,26.11.2014.,2,12/2014
141,MO 2014 Q4,327,MO,7093608,Привредно друштво DECO доо,"Beograd - VMA- Popravka sanitarnih prostorija sa zamenom dotrajalih instalacija (vodovod, kanalizacija, sanitarni uređaji, elektro instalacije, zidovi, podne i zidne obloge, plafoni)",Radovi,13093000,12500000,Otvoreni,3.12.2014.,6,80/14
142,MO 2014 Q4,343,MO,7093608,NIKOM-AUTO,Putnički automobili: FIAT 500L LIVING 1.4 POP STAR,Dobra,23004000,19583000,Otvoreni,9.12.2014.,3,38/2014
143,MO 2014 Q4,366,MO,7093608,''НИС'' а.д.,"Ulje za loženje, srednje S",Dobra,128097000,149059000,Otvoreni,29.12.2014.,1,110/2014
146,MUP 2013 Q3,1,MUP,7008104,n/a,Partija 1 Letnji pneumatici preko 14 cola za putnički program vozila,Dobra,7457000,7500000,Otvoreni,18/ jul 2013,4,91
147,MUP 2013 Q3,2,MUP,7008104,n/a,Partija 2 Letnji pneumatici do 14 cola za putnički program vozila,Dobra,87100000,8500000,Otvoreni,18/ jul 2013,4,92
148,MUP 2013 Q3,3,MUP,7008104,n/a,Partija 3 Letnji pneumatici za terenski program vozila,Dobra,9121000,9000000,Otvoreni,18/ jul 2013,4,93
149,MUP 2013 Q3,4,MUP,7008104,n/a,Partija 4 vodeći i pogonski pneumatici za terenski program vozila,Dobra,8846000,8500000,Otvoreni,18/ jul 2013,4,94
150,MUP 2013 Q3,5,MUP,7008104,n/a,Partija 5 Letnji pneumatici 16 cola za terenski program vozila,Dobra,2234000,2000000,Otvoreni,18/ jul 2013,4,88
151,MUP 2013 Q3,6,MUP,7008104,n/a,Partija 6 Militari pneumatici za teretni program vozila,Dobra,5156000,4500000,Otvoreni,18/ jul 2013,4,89
152,MUP 2013 Q3,7,MUP,7008104,n/a,Nabavka goriva na internim pumpama,Dobra,406728000,340000000,Otvoreni,23/ avgust 2013,2,116
153,MUP 2013 Q3,8,MUP,7008104,n/a,Nabavka goriva u maloprodajnim objektima,Dobra,7457000,7500000,Otvoreni,26/ avgust 2013,2,117
154,MUP 2013 Q3,9,MUP,7008104,n/a,Nabavka usluge održavanja NEXT BIZ aplikativnog softveraza finansijsko računovodstvo za 2013 godinu,Usluge,6235000,5200000,Otvoreni,9/ septembar 2013,1,125
155,MUP 2013 Q3,10,MUP,7008104,n/a,Zaštitna oprema za javni red – zaštitn maske,Dobra,6040000,6000000,Otvoreni,17/ septembar 2013,3,127
156,MUP 2013 Q4 ,1,MUP,7008104,n/a,Nabavka usluge migracije postojećeg informacionog sistema MUP,Usluge,6900000,5800000,Otvoreni,27/ novembar 2013,6,179
158,MUP 2013 Q4 ,3,MUP,7008104,n/a,Ugalj-partija 4,Dobra,6946000,6600000,Otvoreni,30/ novembar 2013,3,180
159,MUP 2013 Q4 ,5,MUP,7008104,n/a,Usnici -Partija 1- usnici za etilometar ''Alcokount'',Dobra,38400000,3225000,Otvoreni,3/ decembar 2013,2,182
160,MUP 2013 Q4 ,6,MUP,7008104,n/a,Partija 1- Zimski pneumatici preko 14 coli za putnički program vozila,Dobra,8033000,7500000,Otvoreni,9/ decembar 2013,4,181
161,MUP 2013 Q4 ,7,MUP,7008104,n/a,Partija 1- Zimski pneumatici preko 14 coli za putnički program vozila,Dobra,11040000,10000000,Otvoreni,9/ decembar 2013,3,188
162,MUP 2013 Q4 ,8,MUP,7008104,n/a,Partija 3- Zimski pneumatici za teretni program vozila,Dobra,11005000,10000000,Otvoreni,9/ decembar 2013,3,189
163,MUP 2013 Q4 ,9,MUP,7008104,n/a,Nabavka ekstrata za gašenje požara,Dobra,7080000,5932000,Otvoreni,13/ decembar 2013,3,193
164,MUP 2013 Q4 ,12,MUP,7008104,n/a,Hleb i kore za pitu i gibanicu- odesk u Nišu 1,Dobra,11040000,10000000,Otvoreni,19/ decembar 2013,5,204
165,MUP 2013 Q4 ,16,MUP,7008104,n/a,Hleb i kore za pitu i gibanicu- odesk u Beogradu sa Pančevom i Valjevom,Dobra,6719000,10500000,Otvoreni,19/ decembar 2013,3,203
166,MUP 2013 Q4 ,17,MUP,7008104,n/a,Ogrevno drvo,Dobra,17101000,16000000,Otvoreni,19/ decembar 2013,4,166
168,MUP 2014 Q1 ,1,MUP,7008104,n/a,Nabavka rezervnih delova za računare i servere-partija 2- rezervni delovi za servere,Dobra,7339000,8000000,Otvoreni,13/ januar 2014,6,6
169,MUP 2014 Q1 ,2,MUP,7008104,n/a,Rezervni delovi za računare i servere-partija 1- rezervni delovi za računarsku opremu,Dobra,22172000,20750000,Otvoreni,13/ januar 2014,6,5
171,MUP 2014 Q1 ,4,MUP,7008104,n/a,"Nabavka uglja,partija 1- PU Beograd,Pančevo i Požarevac-205t",Usluge,2278000,2700000,Otvoreni,17/ januar 2014,3,9
172,MUP 2014 Q1 ,5,MUP,7008104,n/a,"Nabavka uglja,partija 3- PU Užice,Prijepolje i NC Jasenovo-320t",Usluge,3460000,3700000,Otvoreni,17/ januar 2014,3,11
173,MUP 2014 Q1 ,6,MUP,7008104,n/a,"Nabavka uglja,partija 5- PU Šabac -83t.",Usluge,906000,1200000,Otvoreni,17/ januar 2014,3,12
174,MUP 2014 Q1 ,7,MUP,7008104,n/a,"Nabavka uglja,partija 2- PU Novi Sad,Sombor i Subotica -83t.",Usluge,981000,1300000,Otvoreni,17/ januar 2014,2,10
175,MUP 2014 Q1 ,8,MUP,7008104,n/a,Nabavka Enterprise licenci za Vmware sistem za virtuelizaciju,Usluge,11380000,10000000,Otvoreni,20/ januar 2014,3,14
176,MUP 2014 Q1 ,9,MUP,7008104,n/a,Licence za TAM (IBM Tivoli access Manager for eBusiness),Usluge,4200000,3500000,Otvoreni,20/ januar 2014,1,15
177,MUP 2014 Q1 ,10,MUP,7008104,n/a,Lož ulje,Usluge,332995000,300000000,Otvoreni,13/ februar 2014,1,36
180,MUP 2014 Q1 ,13,MUP,7008104,n/a,Rezervni delovi za radare i protiv gradnu zaštitu,Dobra,4999000,5000000,Otvoreni,13/ februar 2014,1,34
181,MUP 2014 Q1 ,15,MUP,7008104,n/a,Podopasač,Dobra,4248000,3600000,Otvoreni,18/ februar 2014,2,31
182,MUP 2014 Q1 ,16,MUP,7008104,n/a,Mleko pasterizovano i kiselomlečni proizvodi,Dobra,13824000,15000000,Otvoreni,20/ februar 2014,2,46
183,MUP 2014 Q1 ,17,MUP,7008104,n/a,Stolarko-bravarski materijal partija 1-stolarki materijal,Dobra,5400000,4500000,Otvoreni,21/ februar 2014,3,40
184,MUP 2014 Q1 ,18,MUP,7008104,n/a,Stolarko-bravarski materijal partija 2-bravarski materijal,Dobra,6000000,5000000,Otvoreni,21/ februar 2014,3,41
185,MUP 2014 Q1 ,19,MUP,7008104,n/a,"Mleko, dugotrajno mleko i mleko čokoladno",Dobra,17208000,18000000,Otvoreni,21/ februar 2014,2,47
186,MUP 2014 Q1 ,20,MUP,7008104,n/a,Popravka autobusa i munibuseva partija 2- popravka minibuseva marke Ikarbus,Usluge,3576000,3300000,Otvoreni,24/ februar 2014,4,43
187,MUP 2014 Q1 ,21,MUP,7008104,n/a,Ugostiteljska oprema,Dobra,9165000,9000000,Otvoreni,27/ februar 2014,6,49
188,MUP 2014 Q1 ,23,MUP,7008104,n/a,"Amblemi i oznake partija 1-amblemi,značke Ministarstva i zastava RS",Dobra,7920000,9750000,Otvoreni,3/ mart 2014,3,44
189,MUP 2014 Q1 ,24,MUP,7008104,n/a,"Amblemi, oznake partija 2-prezimena, činovi i epolete",Dobra,5904000,18900000,Otvoreni,14/ mart 2014,3,56
190,MUP 2014 Q1 ,25,MUP,7008104,n/a,Pasivna komunikaciona oprema,Dobra,3982000,5000000,Otvoreni,20/ mart 2014,6,57
191,MUP 2014 Q2,103,MUP,7008104,n/a,Kancelarijski i birotehnički potrošni materijal,Dobra,4578000,6850000,Otvoreni,14/ jun 2014,1,5-10
192,MUP 2014 Q2 ,1,MUP,7008104,n/a,Usluge godišnjeg održavanja PP mreže (ERICSSON),Usluge,5756000,4800000,Otvoreni,4/ april 2014,1,72
193,MUP 2014 Q2 ,2,MUP,7008104,n/a,Potrošni materijal za mašine za kovertiranje identifikacionih dokumenata partija 2 nabavka koverti.,Dobra,1200000,2000000,Otvoreni,24/ april 2014,5,73
194,MUP 2014 Q2 ,3,MUP,7008104,n/a,Nabavka potrošnog materijala za mašine za kovertiranje identifikacionih dokumenata partija 3 nabavka dvostruko lepljive trake.,Dobra ,2184000,2000000,Otvoreni,28/ april 2014,2,77
195,MUP 2014 Q3 ,1,MUP,7008104,n/a,"Obućna oprema za uniformisani sastav UP,USP i UKP",Usluge,55140000,70000000,Otvoreni,9/ jul 2014,4,16.4
196,MUP 2014 Q3 ,2,MUP,7008104,n/a,"Odećna oprema za uniformisani sastav UP,USP i UKP",Usluge,28290000,942500000,Otvoreni,10/ jul 2014,1,16.4
197,MUP 2014 Q3 ,3,MUP,7008104,n/a,Održavanje NEXBIZ aplikacije,Usluge,6900000,5750000,Otvoreni,14/ jul 2014,1,8.1
198,MUP 2014 Q3 ,4,MUP,7008104,n/a,Rezervni delovi za računare i računarske komponenete,Dobra,31179000,30000000,Otvoreni,15/ jul 2014,2,21.12
199,MUP 2014 Q3 ,4,MUP,7008104,n/a,"Osiguranje objekata i opreme, lica i stada.-Partija 2.- osiguranje lica",Usluge,13190000,37288000,Otvoreni,6/ oktobar 2014,6,3.1
200,MUP 2014 Q3 ,5,MUP,7008104,n/a,Pneumatici za standrdna i specijalna vozila,Dobra,3902000,90000000,Otvoreni,18/ jul 2014,6,19.3
201,MUP 2014 Q3 ,6,MUP,7008104,n/a,Pneumatici za standrdna i specijalna vozila,Dobra,5189000,90000000,Otvoreni,18/ jul 2014,6,19.3
202,MUP 2014 Q3 ,11,MUP,7008104,n/a,"Odećna oprema za uniformisani sastav UP,USP i UKP",Dobra,7986000,942500000,Otvoreni,22/ jul 2014,2,16.6
203,MUP 2014 Q3 ,12,MUP,7008104,n/a,"Rezervni delovi, alati i potrošni materijal za redovno održavanje helikoptera",Dobra,17991000,38000000,Otvoreni,13/ avgust 2014,1,21.6
204,MUP 2014 Q3 ,14,MUP,7008104,n/a,Električna energija,Usluge,200000000,1000000000,Otvoreni,15/ avgust 2014,1,1.4
205,MUP 2014 Q3 ,15,MUP,7008104,n/a,Održavanje aplikacije za izdavanje ličnih karata i pasoša,Usluge,12000000,10000000,Otvoreni,18/ avgust 2014,1,119
206,MUP 2014 Q3 ,21,MUP,7008104,n/a,Održavanje MCO TETRA,Usluge,21384000,18000000,Otvoreni,25/ avgust 2014,1,145
207,MUP 2014 Q3 ,23,MUP,7008104,n/a,Proizvodi od mleka,Dobra,26615000,24000000,Otvoreni,28/ avgust 2014,1,135
208,MUP 2014 Q3 ,24,MUP,7008104,n/a,"Meso sveže,mast,trajne i polutrajne prerađivine od mesa",Dobra,149088000,147200000,Otvoreni,26/ avgust 2014,3,134
209,MUP 2014 Q3 ,39,MUP,7008104,n/a,Konzervirani mesni proizvodi i gotova jela,Dobra,32356000,31666000,Otvoreni,29/ avgust 2014,2,142
210,MUP 2014 Q3 ,45,MUP,7008104,n/a,Toneri za štampače partija 2 Lexmark,Dobra,17156000,14400000,Otvoreni,3/ septembar 2014,9,147
211,MUP 2014 Q3 ,47,MUP,7008104,n/a,Meso pileće,Dobra,15382000,18000000,Otvoreni,3/ septembar 2014,3,150
212,MUP 2014 Q3 ,48,MUP,7008104,n/a,"Odećna oprema za uniformisani sastav UP,USP i UKP",Dobra,110865000,942500000,Otvoreni,4/ septembar 2014,3,16.6
213,MUP 2014 Q3 ,50,MUP,7008104,n/a,"Obućna oprema za uniformisani sastav UP,USP i UKP",Dobra,51865000,70000000,Otvoreni,15/ septembar 2014,2,16.4
214,MUP 2014 Q3 ,53,MUP,7008104,n/a,Izgradnja objekta PS Ub-završna faza,Radovi,53656000,65000000,Otvoreni,17/ septembar 2014,6,166
215,MUP 2014 Q3 ,54,MUP,7008104,n/a,"Obućna oprema za uniformisani sastav UP,USP i UKP",Dobra,279270000,70000000,Otvoreni,18/ septembar 2014,4,16.4
216,MUP 2014 Q3 ,55,MUP,7008104,n/a,"Popravka,održavanje,servisiranje,kalibracija i dodela državnog žiga za alkometre Dreger",Usluge,13200000,11000000,Otvoreni,25/ septembar 2014,1,15.19
217,MUP 2014 Q3 ,56,MUP,7008104,n/a,"Popravka,održavanje,servisiranje,kalibracija i dodela državnog žiga za ručne radare",Usluge,12000000,10000000,Otvoreni,25/ septembar 2014,1,15.8
218,MUP 2014 Q3 ,56,MUP,7008104,n/a,Osiguranje stada,Usluge,596000,1356000,Otvoreni,26/ septembar 2014,7,3.5
219,MUP 2014 Q3 ,61,MUP,7008104,n/a,"Popravka, servisiranje i remont vazduhoplova",Usluge,3532000,41000000,Otvoreni,30/ septembar 2014,1,15.3
220,MUP 2014 Q4 ,1,MUP,7008104,n/a,Pneumatici za standrdna i specijalna vozila-letnji pneumatici.-Partija 6 vodeći pogonski pneumatici za teretni program vozila i autobusa,Dobra,6509000,90000000,Otvoreni,2/ oktobar 2014,2,19.3
221,MUP 2014 Q4 ,3,MUP,7008104,n/a,"Osiguranje objekata i opreme, lica i stada.-Partija 1.- osiguranje objekata i opreme",Usluge,6295000,11017000,Otvoreni,6/ oktobar 2014,7,3.3
222,MUP 2014 Q4 ,6,MUP,7008104,n/a,Specijalizovani potrošni materijal-reagensi za DNK laboratoriju,Dobra,11940000,9950000,Otvoreni,13/ oktobar 2014,1,21.5
223,MUP 2014 Q4 ,7,MUP,7008104,n/a,Laboratorijska oprema.-Radna stanica za automatsku izolaciju DNK-RNK,Dobra,3599000,4000000,Otvoreni,24/ oktobar 2014,2,24.1
224,MUP 2014 Q4 ,9,MUP,7008104,n/a,Obućna oprema.-Partija 2.- borbene patike-poluduboke (6000 pari),Dobra,32112000,31800000,Otvoreni,18/ novembar 2014,5,19.3
225,MUP 2014 Q4 ,10,MUP,7008104,n/a,Nabavka obuće.-Partija 1.- terenske čizme (6000 pari),Dobra,41400000,42000000,Otvoreni,18/ novembar 2014,5,192
226,MUP 2014 Q4 ,13,MUP,7008104,n/a,"Ugalj.- Ugalj mrki,garnulacija kocka 30-65 mm.-Partija 3.- PU Prijepolje i NC Jasenovo-205",Usluge,2118000,3000000,Otvoreni,26/ novembar 2014,2,1.2
227,MUP 2014 Q4 ,16,MUP,7008104,n/a,"Rezervni delovi, alati za helikopter AB 212",Dobra,17994000,15000000,Otvoreni,1/ decembar 2014,1,21.6
228,MUP 2014 Q4 ,17,MUP,7008104,n/a,Nabavka goriva Partija 3.-gorivo za potrebe PU Novi Pazar-PS Tutin,Dobra,3071000,2750000,Otvoreni,2/ decembar 2014,1,19.1
229,MUP 2014 Q4 ,18,MUP,7008104,n/a,"Zaštitna oprema za javni red i mir za pripadnike interventnih jedinica policije-Partija 1.- štitnici za ruke, štitnici za noge, zaštitni štit, viziri za interventni šlem ''Mile Dragić'' ili odgovarajući, i šrafovi za interventni šlem ''Mile Dragić''",Dobra,18554000,16500000,Otvoreni,4/ decembar 2014,1,21.9
230,MUP 2014 Q4 ,19,MUP,7008104,n/a,Nabavka goriva Partija 2.- gorivo na maloprodajnim objektima-eksterne pumpe,Dobra,426073000,415500000,Otvoreni,4/ decembar 2014,1,19.1
231,MUP 2014 Q4 ,21,MUP,7008104,n/a,benzin PU Novi Pazar-PS Sjenica,Dobra,3085000,2750000,Otvoreni,9/ decembar 2014,1,19.1
232,MUP 2014 Q4 ,22,MUP,7008104,n/a,Nabavka goriva Partija 1.- gorivo na internim pumpama MUP-a,Dobra,228355000,216500000,Otvoreni,9/ decembar 2014,1,19.1
233,MUP 2014 Q4 ,23,MUP,7008104,n/a,Ogrevno drvo-tvrdi lišćari,Dobra,14268000,16000000,Otvoreni,10/ decembar 2014,1,1.1
234,MUP 2014 Q4 ,24,MUP,7008104,n/a,hrana za službene pse,Dobra,6000000,5000000,Otvoreni,12/ decembar 2014,3,17.1
235,MUP 2014 Q4 ,25,MUP,7008104,n/a,Reparacija zaštitne opreme za javni red i mir za pripadnike interventnih jedinica policije,Usluge,12000000,10000000,Otvoreni,29/ decembar 2014,2,15.37
67,MO 2014 Q1,1-14,MO,7093608,"""Бечејпревоз"" ДОО Бечеј,  СП ""Ласта"" а.д. Београд, ""Југопревоз Крушевац"" АД Крушевац, ДОО ""АС Тоурс"" Ветерник, ""Кавим-Јединство"" ДОО Врање, ""Ниш-експрес""АД Ниш, ""Алегро Реисен"" ДОО Краљево, Аррива Литас"" ДОО Пожаревац, ""Кавим Рашка"" а.д. Рашка, ""Аутопревоз"" АД Чачак, : ""Европа бус"" д.о.о. Ваљево, Зеко Тоурс"" д.о.о. Краљево, ""Јадран Лине"" ДОО Нови Сад, ""Југопревоз Велика Плана"" АД Велика Плана.",Услуга превожења лица аутобусима у периоду од 01.01. до 30.06.2014.,Usluge,1285000,15000000,Kvalifikacioni postupak,3.1.2014.,2-13,01/2014
92,MO 2014 Q2,110,MO,7093608,Jumbo Travel,Usluge avio-prevoza i Usluge hotelskog smeštaja u inostranstvu,Usluge,725000,58500000,Kvalifikacioni postupak,20.6.2014.,3,3/2014
93,MO 2014 Q2,111,MO,7093608,Јумбо Травел,Usluge avio-prevoza i Usluge hotelskog smeštaja u inostranstvu,Usluge,114000,58500000,Kvalifikacioni postupak,20.6.2014.,3,6/2014
95,MO 2014 Q2,121,MO,7093608,Јумбо Травел,Usluge avio-prevoza i Usluge hotelskog smeštaja u inostranstvu,Usluge,38000,58500000,Kvalifikacioni postupak,26.6.2014,3,12/2014
